participant_id,mode,timestamp,attention_score,action,low_streak
P001,adaptive,95.67,0.86,Continue,0
P001,adaptive,95.83,0.85,Continue,0
P001,adaptive,95.99,0.85,Continue,0
P001,adaptive,96.14,0.87,Continue,0
P001,adaptive,96.3,0.86,Continue,0
P001,adaptive,96.45,0.89,Continue,0
P001,adaptive,96.61,0.85,Continue,0
P001,adaptive,96.77,0.86,Continue,0
P001,adaptive,96.92,0.87,Continue,0
P001,adaptive,97.07,0.87,Continue,0
P001,adaptive,97.23,0.84,Continue,0
P001,adaptive,97.4,0.87,Continue,0
P001,adaptive,97.56,0.83,Continue,0
P001,adaptive,97.71,0.84,Continue,0
P001,adaptive,97.87,0.84,Continue,0
P001,adaptive,98.04,0.89,Continue,0
P001,adaptive,98.2,0.87,Continue,0
P001,adaptive,98.36,0.9,Continue,0
P001,adaptive,98.51,0.84,Continue,0
P001,adaptive,98.67,0.88,Continue,0
P001,adaptive,98.82,0.87,Continue,0
P001,adaptive,98.98,0.88,Continue,0
P001,adaptive,99.13,0.83,Continue,0
P001,adaptive,99.28,0.83,Continue,0
P001,adaptive,99.45,0.86,Continue,0
P001,adaptive,99.61,0.85,Continue,0
P001,adaptive,99.77,0.87,Continue,0
P001,adaptive,99.92,0.88,Continue,0
P001,adaptive,100.09,0.84,Continue,0
P001,adaptive,100.25,0.83,Continue,0
P001,adaptive,100.42,0.85,Continue,0
P001,adaptive,100.59,0.85,Continue,0
P001,adaptive,100.74,0.82,Continue,0
P001,adaptive,100.89,0.84,Continue,0
P001,adaptive,101.05,0.82,Continue,0
P001,adaptive,101.21,0.83,Continue,0
P001,adaptive,101.36,0.79,Continue,0
P001,adaptive,101.52,0.84,Continue,0
P001,adaptive,101.67,0.83,Continue,0
P001,adaptive,101.83,0.82,Continue,0
P001,adaptive,101.98,0.83,Continue,0
P001,adaptive,102.15,0.81,Continue,0
P001,adaptive,102.3,0.85,Continue,0
P001,adaptive,102.45,0.84,Continue,0
P001,adaptive,102.61,0.81,Continue,0
P001,adaptive,102.77,0.82,Continue,0
P001,adaptive,102.93,0.8,Continue,0
P001,adaptive,103.1,0.81,Continue,0
P001,adaptive,103.25,0.79,Continue,0
P001,adaptive,103.41,0.82,Continue,0
P001,adaptive,103.56,0.86,Continue,0
P001,adaptive,103.72,0.83,Continue,0
P001,adaptive,103.88,0.79,Continue,0
P001,adaptive,104.03,0.81,Continue,0
P001,adaptive,104.19,0.87,Continue,0
P001,adaptive,104.36,0.82,Continue,0
P001,adaptive,104.51,0.81,Continue,0
P001,adaptive,104.67,0.85,Continue,0
P001,adaptive,104.84,0.82,Continue,0
P001,adaptive,104.99,0.84,Continue,0
P001,adaptive,105.15,0.84,Continue,0
P001,adaptive,105.3,0.9,Continue,0
P001,adaptive,105.46,0.82,Continue,0
P001,adaptive,105.64,0.8,Continue,0
P001,adaptive,105.8,0.84,Continue,0
